"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","YearAcquired","MonthAcquired","AcceptCombo"
"1105",1972,"Graduation","Together",26290,"One","One",49,15,8,16,11,5,22,4,2,0,4,6,"No","No","No","No","No","No","No","CA",2013,"Jan","No"
"1106",1959,"Graduation","Divorced",61250,"None","One",49,382,138,65,60,26,59,6,5,2,12,5,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"1107",1947,"Basic","Together",28389,"None","None",49,1,5,3,7,4,8,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1108",1965,"Master","Single",55250,"None","One",49,664,58,83,32,0,66,4,7,5,10,5,"No","No","No","No","No","No","No","AUS",2012,"Oct","No"
"1109",1966,"Graduation","Together",37758,"One","One",49,27,2,10,0,0,1,2,1,0,3,8,"No","No","No","No","No","No","No","IND",2012,"Oct","No"
"1110",1966,"Graduation","Together",37758,"One","One",49,27,2,10,0,0,1,2,1,0,3,8,"No","No","No","No","No","No","No","SP",2012,"Oct","No"
"1111",1957,"PhD","Married",37633,"One","One",49,13,4,20,0,0,1,2,1,0,3,9,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"1112",1963,"PhD","Together",33629,"One","One",49,132,0,16,0,0,4,5,3,1,4,9,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1113",1967,"PhD","Married",36947,"One","One",49,88,3,21,4,1,29,4,3,0,4,9,"No","No","No","No","No","No","No","AUS",2012,"Aug","No"
"1114",1952,"Graduation","Divorced",69142,"None","One",50,448,4,34,6,4,39,3,8,1,7,5,"No","Yes","No","No","No","No","No","IND",2014,"Jun","No"
"1115",1959,"Graduation","Married",53154,"None","One",50,129,0,21,0,1,7,1,3,1,4,4,"No","No","No","No","No","No","No","US",2014,"Jun","No"
"1116",1960,"PhD","Married",65695,"None","One",50,371,32,189,0,58,6,2,5,4,10,4,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1117",1952,"PhD","Together",69805,"None","One",50,750,71,174,13,10,20,2,6,8,11,2,"No","No","No","No","No","No","No","GER",2014,"Jan","No"
"1118",1978,"2n Cycle","Single",36975,"One","None",50,10,6,11,0,4,2,1,1,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"1119",1973,"Graduation","Married",26228,"One","None",50,2,6,4,3,1,9,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1120",1972,"Master","Married",37787,"One","None",50,40,1,40,4,3,18,1,3,0,3,8,"No","No","No","No","No","No","No","IND",2013,"Sep","No"
"1121",1974,"PhD","Married",37087,"One","None",50,194,55,134,15,0,3,3,4,2,8,6,"No","No","No","No","No","No","No","SA",2013,"Aug","No"
"1122",1952,"2n Cycle","Together",57247,"None","One",50,99,4,32,37,54,6,2,2,1,7,2,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1123",1954,"PhD","Married",36930,"None","One",50,223,2,31,0,2,39,5,5,2,4,8,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1124",1963,"Master","Divorced",48721,"One","One",50,81,18,113,47,13,21,6,4,2,5,6,"No","No","No","No","No","No","No","SA",2013,"May","No"
"1125",1969,"Master","Married",43641,"One","One",50,57,2,51,4,2,23,3,2,1,4,6,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1126",1951,"Graduation","Married",75903,"None","One",50,340,108,185,130,38,100,2,6,6,9,3,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1127",1956,"Graduation","Married",71391,"None","One",50,336,123,274,46,123,141,5,6,5,12,3,"No","No","No","No","No","No","No","CA",2013,"Mar","No"
"1128",1976,"PhD","Married",16927,"One","One",50,20,2,23,3,1,4,5,3,0,4,8,"No","No","No","No","No","No","No","SA",2013,"Feb","No"
"1129",1961,"Graduation","Divorced",27215,"Two","One",50,30,5,22,8,9,28,4,2,1,4,6,"No","No","No","No","No","No","No","SA",2013,"Jan","No"
"1130",1976,"Graduation","Married",53858,"None","One",50,407,53,221,58,150,26,4,4,3,6,4,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1131",1963,"Graduation","Single",30983,"None","None",50,51,4,50,12,1,49,1,4,0,3,8,"No","No","No","No","No","Yes","No","IND",2012,"Nov","No"
"1132",1952,"Graduation","Together",43462,"One","One",50,90,17,97,15,6,15,6,4,1,5,8,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"1133",1956,"Graduation","Married",63943,"None","One",50,423,184,368,13,97,21,1,6,4,6,5,"No","No","No","No","No","No","No","IND",2012,"Sep","No"
"1134",1986,"Graduation","Single",26816,"None","None",50,5,1,6,3,4,3,1,0,0,3,4,"No","No","No","No","No","No","No","IND",2012,"Aug","No"
"1135",1976,"2n Cycle","Together",75484,"None","One",50,378,97,259,197,194,34,2,7,3,6,4,"No","No","No","No","No","No","No","CA",2012,"Aug","No"
"1136",1966,"Master","Together",33564,"None","One",51,61,0,3,0,0,7,1,1,1,3,5,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"1137",1953,"Master","Married",54348,"One","One",51,70,0,16,0,0,4,2,2,0,4,6,"No","No","No","No","No","No","No","CA",2014,"Jun","No"
"1138",1959,"Graduation","Married",54984,"None","One",51,173,13,131,32,3,6,4,6,1,6,7,"No","No","No","Yes","No","No","No","SP",2014,"May","Yes"
"1139",1984,"Graduation","Single",34738,"One","None",51,3,2,10,3,0,2,1,1,0,3,6,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1140",1963,"Graduation","Divorced",68118,"None","One",51,595,23,123,10,23,154,2,8,9,4,6,"No","No","No","No","No","No","No","US",2013,"Oct","No"
"1141",1963,"Graduation","Divorced",68118,"None","One",51,595,23,123,10,23,154,2,8,9,4,6,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1142",1973,"Graduation","Together",22682,"One","None",51,10,14,29,4,2,36,3,2,1,4,4,"No","No","No","No","No","No","No","AUS",2013,"Oct","No"
"1143",1975,"Graduation","Married",51948,"None","One",51,82,33,54,71,30,41,2,5,2,4,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1144",1969,"Graduation","Married",25293,"One","None",51,15,0,11,0,2,9,1,1,1,2,8,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1145",1969,"Graduation","Married",25293,"One","None",51,15,0,11,0,2,9,1,1,1,2,8,"No","No","No","No","No","No","No","AUS",2013,"Sep","No"
"1146",1964,"PhD","Married",41551,"One","One",51,220,0,33,3,0,23,5,5,1,5,8,"No","No","No","No","No","No","No","CA",2013,"Aug","No"
"1147",1962,"PhD","Together",56067,"None","One",51,517,12,54,16,6,120,2,7,4,7,5,"No","No","No","No","No","No","No","SA",2013,"Jul","No"
"1148",1952,"Graduation","Married",67433,"None","Two",51,615,28,259,12,48,30,4,6,5,13,4,"No","Yes","No","No","No","No","No","SP",2013,"Jul","No"
"1149",1983,"Graduation","Together",22010,"One","None",51,11,2,9,3,0,8,2,2,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1150",1952,"2n Cycle","Single",64831,"One","One",51,480,86,249,75,86,144,8,6,3,5,6,"No","No","No","No","No","No","No","SA",2013,"Jun","No"
"1151",1954,"Graduation","Married",62820,"None","None",51,398,61,265,138,61,53,1,3,4,6,1,"No","No","No","No","No","No","No","SA",2013,"May","No"
"1152",1954,"Graduation","Married",62820,"None","None",51,398,61,265,138,61,53,1,3,4,6,1,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1153",1959,"2n Cycle","Divorced",78353,"None","One",51,752,122,476,39,153,34,1,10,2,11,8,"No","No","No","No","No","No","No","CA",2013,"Apr","No"
"1154",1966,"Master","Married",57183,"One","One",51,464,5,64,7,0,70,8,9,1,7,8,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1155",1965,"Graduation","Single",23478,"None","None",51,28,6,27,12,17,39,1,3,0,3,8,"No","No","No","No","No","No","No","US",2013,"Mar","No"
"1156",1978,"Graduation","Single",30168,"One","None",51,154,20,66,0,12,27,7,6,1,4,9,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1157",1989,"Graduation","Married",37155,"One","None",51,23,0,26,7,15,3,1,2,0,4,5,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1158",1985,"Basic","Single",16581,"None","None",51,1,3,4,2,3,11,1,0,0,3,4,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1159",1980,"Graduation","Married",41850,"One","One",51,53,5,19,2,13,4,3,3,0,3,8,"No","No","No","No","No","No","No","US",2012,"Dec","No"
"1160",1967,"Master","Divorced",81380,"None","None",51,741,68,689,224,68,103,1,4,2,10,2,"No","No","No","No","No","No","No","CA",2012,"Dec","No"
"1161",1981,"Graduation","Together",56386,"One","One",51,230,48,214,13,32,75,8,9,1,7,9,"No","No","No","No","No","No","No","SA",2012,"Oct","No"
"1162",1971,"Graduation","Divorced",25818,"One","None",51,5,2,8,2,2,9,1,0,1,2,7,"No","No","No","No","No","No","No","GER",2012,"Oct","No"
"1163",1984,"Graduation","Together",15345,"One","None",51,5,2,16,3,2,19,2,1,1,2,8,"No","No","No","No","No","Yes","No","SP",2012,"Aug","No"
"1164",1977,"Master","Together",57954,"One","One",52,456,4,24,0,0,9,7,8,2,6,7,"No","Yes","No","No","No","No","No","SP",2014,"Jun","No"
"1165",1952,"Graduation","Married",50300,"None","One",52,143,15,60,24,23,5,2,2,1,8,2,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1166",1955,"PhD","Married",38725,"One","One",52,31,0,6,2,1,5,2,1,0,4,4,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1167",1989,"2n Cycle","Together",10404,"One","None",52,2,2,11,10,6,12,2,1,0,4,5,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1168",1991,"Basic","Single",26868,"One","None",52,0,0,1,8,3,2,1,1,0,2,7,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"1169",1949,"Graduation","Widow",72298,"None","None",52,625,35,169,58,17,35,1,4,3,6,1,"No","Yes","Yes","No","No","No","No","SP",2014,"Mar","Yes"
"1170",1958,"Graduation","Married",72905,"None","None",52,407,114,445,181,165,203,1,3,7,9,1,"No","No","No","Yes","No","No","No","SP",2014,"Jan","Yes"
"1171",1976,"Graduation","Single",47025,"None","One",52,254,7,108,20,0,26,3,6,3,5,6,"No","No","No","No","No","No","No","US",2013,"Nov","No"
"1172",1985,"Graduation","Single",29938,"One","None",52,3,3,7,0,2,11,2,1,0,3,6,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1173",1948,"PhD","Together",46681,"None","Two",52,269,15,69,15,19,38,2,4,6,4,5,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1174",1948,"PhD","Together",46681,"None","Two",52,269,15,69,15,19,38,2,4,6,4,5,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1175",1970,"Master","Single",29548,"One","None",52,7,1,6,3,1,11,1,1,1,2,4,"Yes","No","No","No","No","No","No","SP",2013,"Aug","No"
"1176",1956,"Master","Married",62058,"None","One",52,301,7,74,10,0,58,4,6,1,7,6,"No","No","No","No","No","No","No","GER",2013,"May","No"
"1177",1963,"PhD","Single",36736,"One","One",52,10,0,3,0,0,4,1,1,0,2,6,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1178",1952,"Master","Single",8820,"One","One",52,12,0,13,4,2,4,4,3,0,3,8,"No","No","No","No","No","No","No","CA",2013,"Mar","No"
"1179",1963,"Basic","Together",14918,"None","One",52,3,3,3,15,4,15,1,1,0,3,6,"No","No","No","No","No","No","No","IND",2012,"Dec","No"
"1180",1974,"Graduation","Together",56715,"None","None",52,258,105,239,237,172,9,1,7,3,4,4,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"1181",1978,"Basic","Together",24882,"One","None",52,1,4,10,29,0,36,1,1,1,2,6,"Yes","No","No","No","No","No","No","IND",2012,"Sep","No"
"1182",1978,"Basic","Together",24882,"One","None",52,1,4,10,29,0,36,1,1,1,2,6,"Yes","No","No","No","No","No","No","SP",2012,"Sep","No"
"1183",1952,"Master","Together",40442,"One","One",52,45,12,52,25,22,13,4,3,1,4,7,"No","No","No","No","No","Yes","No","SA",2012,"Aug","No"
"1184",1965,"2n Cycle","Divorced",64176,"None","One",52,1215,33,249,64,116,149,8,8,9,8,6,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1185",1983,"PhD","Married",23536,"One","None",53,6,0,3,0,0,1,1,0,0,3,3,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"1186",1958,"Graduation","Divorced",35246,"One","One",53,36,0,12,2,2,10,4,3,1,3,5,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"1187",1978,"Graduation","Married",28442,"Two","None",53,19,3,10,11,8,6,3,2,1,4,4,"No","No","No","No","No","No","No","SP",2014,"Feb","No"
"1188",1956,"Graduation","Married",48195,"One","One",53,106,27,68,52,7,5,6,4,2,5,6,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1189",1982,"2n Cycle","Single",74116,"None","None",53,871,111,704,145,55,166,1,4,4,10,2,"No","Yes","No","No","No","No","No","SA",2013,"Dec","No"
"1190",1947,"Master","Together",78093,"None","None",53,368,32,639,13,43,10,1,4,7,5,1,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"1191",1952,"Master","Divorced",59354,"One","One",53,233,2,53,3,5,14,3,6,1,5,6,"No","No","No","No","No","No","No","US",2013,"Nov","No"
"1192",1976,"2n Cycle","Together",36301,"One","None",53,11,12,35,3,5,12,1,3,0,3,7,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1193",1943,"Master","Single",77598,"None","None",53,1193,33,281,129,66,33,1,7,5,13,3,"No","No","Yes","No","No","No","No","SP",2013,"Oct","Yes"
"1194",1972,"Graduation","Married",62710,"None","One",53,441,35,83,7,29,11,4,4,2,12,4,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1195",1965,"Graduation","Together",36317,"None","One",53,87,3,25,3,2,13,2,3,0,4,7,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1196",1971,"PhD","Single",42767,"Two","None",53,20,6,43,19,5,38,1,3,1,2,8,"No","No","No","No","No","No","No","SA",2013,"May","No"
"1197",1982,"Master","Married",43815,"One","None",53,14,10,29,4,7,15,1,2,0,3,6,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1198",1971,"Graduation","Divorced",44421,"One","One",53,110,5,59,7,1,7,5,5,0,4,8,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1199",1943,"PhD","Divorced",48948,"None","None",53,437,8,206,160,49,42,2,7,10,5,6,"Yes","No","No","No","No","Yes","No","AUS",2013,"Feb","No"
"1200",1943,"PhD","Divorced",48948,"None","None",53,437,8,206,160,49,42,2,7,10,5,6,"Yes","No","No","No","No","Yes","No","SA",2013,"Feb","No"
"1201",1950,"Master","Divorced",63120,"None","One",53,965,69,279,54,41,69,5,8,4,9,7,"No","No","No","No","No","Yes","No","SP",2012,"Sep","No"
"1202",1950,"PhD","Married",55517,"One","One",53,483,0,108,0,6,36,5,11,1,6,9,"No","No","No","No","No","Yes","No","SA",2012,"Sep","No"
"1203",1957,"Graduation","Single",36864,"None","One",53,204,5,39,17,0,89,3,5,2,4,8,"No","No","No","No","No","Yes","No","AUS",2012,"Aug","No"
"1204",1977,"Graduation","Divorced",82582,"None","None",54,510,120,550,156,40,241,1,4,9,7,1,"Yes","No","No","Yes","No","Yes","No","AUS",2014,"Jun","Yes"
"1205",1958,"Graduation","Divorced",79803,"None","One",54,574,8,216,21,16,33,1,4,3,5,1,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"1206",1967,"PhD","Single",52569,"None","One",54,85,0,3,0,0,7,1,2,0,4,3,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"1207",1948,"PhD","Widow",82032,"None","None",54,332,194,377,149,125,57,0,4,6,7,1,"No","No","No","No","No","No","No","IND",2014,"Apr","No"
"1208",1948,"PhD","Widow",82032,"None","None",54,332,194,377,149,125,57,0,4,6,7,1,"No","No","No","No","No","No","No","IND",2014,"Apr","No"
"1209",1972,"Graduation","Married",65685,"None","One",54,642,14,49,0,7,57,1,9,2,9,5,"No","No","No","No","No","No","No","CA",2014,"Mar","No"
"1210",1972,"Graduation","Married",65685,"None","One",54,642,14,49,0,7,57,1,9,2,9,5,"No","No","No","No","No","No","No","AUS",2014,"Mar","No"
"1211",1957,"PhD","Together",40451,"None","Two",54,35,0,4,0,0,10,1,1,1,2,5,"Yes","No","No","No","No","No","No","SP",2014,"Feb","No"
"1212",1973,"2n Cycle","Divorced",31163,"One","None",54,2,3,10,11,2,10,1,1,0,3,6,"No","No","No","No","No","No","No","GER",2014,"Feb","No"
"1213",1973,"2n Cycle","Divorced",31163,"One","None",54,2,3,10,11,2,10,1,1,0,3,6,"No","No","No","No","No","No","No","CA",2014,"Feb","No"
"1214",1952,"Graduation","Married",35704,"One","One",54,30,9,12,2,11,30,3,2,0,4,4,"No","No","No","No","No","No","No","SA",2014,"Jan","No"
"1215",1973,"Graduation","Single",7500,"One","None",54,5,3,10,12,7,20,4,3,1,3,7,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"1216",1983,"Graduation","Together",36075,"One","None",54,46,0,30,12,1,30,1,2,0,4,6,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"1217",1982,"PhD","Together",70038,"None","None",54,587,54,348,71,54,130,1,4,4,8,2,"No","No","No","No","No","No","No","GER",2013,"Oct","No"
"1218",1982,"PhD","Together",70038,"None","None",54,587,54,348,71,54,130,1,4,4,8,2,"No","No","No","No","No","No","No","AUS",2013,"Oct","No"
"1219",1971,"Graduation","Together",71796,"None","None",54,354,21,311,167,75,32,1,9,3,4,4,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1220",1967,"2n Cycle","Together",47821,"One","One",54,9,0,16,6,6,10,1,1,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1221",1975,"PhD","Married",45503,"One","None",54,97,4,44,6,1,18,1,3,1,4,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1222",1978,"Graduation","Single",28647,"One","None",54,19,8,29,0,12,26,1,2,2,2,7,"Yes","No","No","No","No","Yes","No","SP",2013,"Aug","No"
"1223",1972,"Master","Divorced",37760,"One","None",54,26,3,13,2,10,0,1,2,0,3,6,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1224",1952,"PhD","Together",85431,"None","None",54,376,53,462,168,53,53,1,2,7,7,0,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1225",1955,"2n Cycle","Married",72635,"None","None",54,390,22,323,104,35,107,1,6,8,6,3,"No","No","No","Yes","No","No","No","SP",2013,"Jun","Yes"
"1226",1955,"2n Cycle","Married",72635,"None","None",54,390,22,323,104,35,107,1,6,8,6,3,"No","No","No","Yes","No","No","No","SP",2013,"Jun","Yes"
"1227",1948,"Graduation","Married",77142,"None","None",54,476,75,162,29,151,97,1,4,4,8,2,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1228",1978,"Graduation","Together",53172,"None","One",54,121,62,90,68,20,125,3,2,3,8,3,"No","No","No","No","No","No","No","IND",2013,"May","No"
"1229",1968,"Graduation","Single",36065,"One","One",54,18,7,34,10,2,3,3,3,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1230",1973,"Graduation","Together",73926,"None","None",54,627,91,597,159,91,15,1,6,5,12,3,"No","No","No","No","No","No","No","CA",2013,"Mar","No"
"1231",1977,"Graduation","Single",35790,"One","None",54,12,6,20,30,1,3,2,2,0,3,7,"No","No","No","No","No","No","No","AUS",2013,"Jan","No"
"1232",1962,"Graduation","Divorced",39552,"One","One",54,165,3,147,4,24,41,7,6,2,5,8,"No","No","No","No","No","Yes","No","SP",2012,"Dec","No"
"1233",1964,"2n Cycle","Together",68316,"None","One",54,806,80,161,120,11,33,5,10,7,10,6,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1234",1977,"PhD","Together",102160,"None","None",54,763,29,138,76,176,58,0,7,9,10,4,"No","Yes","Yes","Yes","No","Yes","No","SA",2012,"Nov","Yes"
"1235",1965,"Master","Widow",51390,"One","One",54,205,20,47,23,2,56,6,5,2,5,5,"No","No","No","No","No","No","No","SA",2012,"Sep","No"
"1236",1981,"Graduation","Single",72066,"None","None",55,1003,34,536,134,51,34,1,4,6,6,2,"No","No","Yes","Yes","No","Yes","No","SA",2014,"Jun","Yes"
"1237",1976,"Graduation","Together",21675,"One","None",55,4,0,16,17,4,4,3,4,0,3,7,"No","No","No","No","No","No","No","IND",2014,"Jun","No"
"1238",1965,"Graduation","Married",48006,"One","One",55,23,0,11,3,2,2,1,1,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"1239",1975,"Graduation","Married",65106,"None","One",55,790,19,133,12,0,19,3,8,3,13,6,"No","Yes","No","No","No","No","No","SP",2014,"May","No"
"1240",1960,"Graduation","Divorced",58401,"None","One",55,10,0,11,17,29,29,1,1,2,2,4,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"1241",1960,"Graduation","Married",29315,"One","One",55,13,2,14,8,7,4,4,2,0,4,6,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"1242",1951,"Master","Single",49389,"One","One",55,40,0,19,2,1,3,1,2,0,3,7,"No","No","No","No","No","No","No","AUS",2013,"Aug","No"
"1243",1965,"PhD","Together",51717,"None","One",55,98,1,17,0,1,5,1,3,0,4,7,"No","Yes","No","No","No","No","No","SA",2013,"Aug","No"
"1244",1960,"2n Cycle","Widow",46779,"One","One",55,12,1,3,0,0,7,1,0,1,2,4,"No","No","No","No","No","No","No","SA",2013,"Jul","No"
"1245",1960,"Master","Married",28520,"One","One",55,11,0,10,0,2,20,1,1,1,2,6,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1246",1963,"Graduation","Single",34377,"None","One",55,62,0,22,3,1,26,2,2,2,2,7,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1247",1961,"PhD","Divorced",54959,"None","One",55,1148,0,60,0,0,24,3,9,5,4,7,"No","Yes","No","No","No","Yes","No","SP",2013,"Jan","No"
"1248",1955,"Master","Together",82384,"None","None",55,984,51,432,180,120,190,1,3,10,13,1,"No","No","Yes","No","No","Yes","No","AUS",2012,"Nov","Yes"
"1249",1956,"Graduation","Single",46998,"None","One",55,172,41,86,45,6,27,5,5,3,5,7,"Yes","No","No","No","No","No","No","SP",2012,"Oct","No"
"1250",1968,"Graduation","Together",58554,"One","One",55,368,24,68,38,0,88,6,8,2,6,7,"No","No","No","No","No","No","No","US",2012,"Sep","No"
"1251",1968,"Graduation","Together",58554,"One","One",55,368,24,68,38,0,88,6,8,2,6,7,"No","No","No","No","No","No","No","IND",2012,"Sep","No"
"1252",1954,"PhD","Divorced",57333,"None","One",55,941,14,397,76,58,176,11,8,5,9,6,"No","No","No","No","No","Yes","No","SP",2012,"Sep","No"
"1253",1994,"Graduation","Together",80685,"None","None",55,241,45,604,34,26,54,1,6,4,10,2,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1254",1965,"Graduation","Together",52117,"None","One",55,112,10,107,30,0,20,2,5,2,4,7,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1255",1972,"PhD","Together",62220,"None","One",55,799,12,375,16,12,12,5,7,6,5,6,"No","No","No","No","No","Yes","No","GER",2012,"Aug","No"
"1256",1946,"PhD","Together",64014,"Two","One",56,406,0,30,0,0,8,7,8,2,5,7,"No","No","No","Yes","No","No","No","CA",2014,"Jun","Yes"
"1257",1946,"PhD","Together",64014,"Two","One",56,406,0,30,0,0,8,7,8,2,5,7,"No","No","No","Yes","No","No","No","SA",2014,"Jun","Yes"
"1258",1955,"Master","Divorced",46390,"None","One",56,95,14,64,2,9,38,1,4,2,3,7,"No","No","No","No","No","No","No","US",2014,"May","No"
"1259",1979,"Graduation","Together",75507,"None","None",56,709,93,374,104,80,80,1,8,6,6,3,"No","No","No","No","No","No","No","GER",2014,"May","No"
"1260",1979,"Graduation","Together",75507,"None","None",56,709,93,374,104,80,80,1,8,6,6,3,"No","No","No","No","No","No","No","AUS",2014,"May","No"
"1261",1951,"Master","Married",59412,"None","None",56,90,67,165,30,43,11,1,4,2,8,3,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"1262",1968,"PhD","Divorced",50616,"None","One",56,128,0,16,0,1,4,2,4,0,4,7,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"1263",1969,"Master","Together",35924,"One","One",56,8,0,14,2,3,7,1,1,0,3,5,"No","No","No","No","No","No","No","SA",2014,"Mar","No"
"1264",1982,"2n Cycle","Married",57937,"None","One",56,261,42,144,55,48,133,3,4,4,9,3,"No","No","No","No","No","No","No","SA",2014,"Feb","No"
"1265",1984,"PhD","Married",73356,"None","None",56,1050,14,322,0,14,112,1,5,11,5,2,"Yes","No","Yes","Yes","No","Yes","No","SP",2014,"Feb","Yes"
"1266",1974,"Master","Together",21255,"One","None",56,29,0,25,2,2,3,4,2,1,4,4,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1267",1974,"Master","Married",58494,"None","One",56,298,7,68,4,0,19,2,6,2,6,6,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"1268",1969,"Graduation","Married",72460,"None","None",56,377,10,540,80,30,10,1,3,5,7,1,"No","No","No","No","No","No","No","SA",2013,"Nov","No"
"1269",1991,"PhD","Together",68682,"None","None",56,919,0,505,99,30,45,1,4,9,10,2,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1270",1991,"PhD","Together",68682,"None","None",56,919,0,505,99,30,45,1,4,9,10,2,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1271",1981,"Master","Married",36959,"One","None",56,25,6,25,6,0,0,2,2,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1272",1971,"PhD","Married",46463,"One","One",56,163,2,40,8,11,11,7,3,1,6,6,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1273",1979,"Graduation","Single",61825,"None","One",56,162,50,100,55,30,27,1,4,2,8,4,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1274",1979,"Graduation","Single",61825,"None","One",56,162,50,100,55,30,27,1,4,2,8,4,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1275",1989,"Graduation","Married",28691,"One","None",56,5,4,13,8,0,4,1,1,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1276",1989,"Graduation","Married",28691,"One","None",56,5,4,13,8,0,4,1,1,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1277",1976,"Graduation","Together",54058,"None","One",56,198,18,252,32,108,54,2,4,6,8,3,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1278",1975,"Graduation","Single",84196,"None","One",56,215,63,507,231,31,190,1,8,4,7,3,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1279",1963,"Master","Together",38620,"None","None",56,112,17,44,34,22,89,1,2,5,3,3,"No","No","No","No","No","No","No","AUS",2013,"May","No"
"1280",1963,"Master","Together",38620,"None","None",56,112,17,44,34,22,89,1,2,5,3,3,"No","No","No","No","No","No","No","GER",2013,"May","No"
"1281",1973,"Graduation","Single",3502,"One","None",56,2,1,1,0,0,1,0,0,0,0,14,"No","No","No","No","No","No","No","IND",2013,"Apr","No"
